"Jahr";"Kanton";"Staatsangehörigkeit (Kategorie)";"Geschlecht";"Alter";"Bestand am 31. Dezember"
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"42 Jahre";51408
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"43 Jahre";52280
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"44 Jahre";52068
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"45 Jahre";52250
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"46 Jahre";51087
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"47 Jahre";50245
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"48 Jahre";48705
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"49 Jahre";47014
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"50 Jahre";43575
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"51 Jahre";40965
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"52 Jahre";39947
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"53 Jahre";38797
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"54 Jahre";37420
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"55 Jahre";37635
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"56 Jahre";37228
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"57 Jahre";36515
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"58 Jahre";34610
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"59 Jahre";34213
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"60 Jahre";33023
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"61 Jahre";32547
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"62 Jahre";30777
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"63 Jahre";29621
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"64 Jahre";28663
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"65 Jahre";27999
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"66 Jahre";27208
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"67 Jahre";26067
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"68 Jahre";25846
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"69 Jahre";24710
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"70 Jahre";24824
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"71 Jahre";23633
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"72 Jahre";19491
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"73 Jahre";18529
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"74 Jahre";17283
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"75 Jahre";16829
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"76 Jahre";15762
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"77 Jahre";16691
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"78 Jahre";15415
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"79 Jahre";14247
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"80 Jahre";12529
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"81 Jahre";11738
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"82 Jahre";10226
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"83 Jahre";9233
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"84 Jahre";7701
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"85 Jahre";6617
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"86 Jahre";5466
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"87 Jahre";4486
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"88 Jahre";3558
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"89 Jahre";2883
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"90 Jahre";2250
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"91 Jahre";1492
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"92 Jahre";1133
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"93 Jahre";787
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"94 Jahre";526
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"95 Jahre";355
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"96 Jahre";233
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"97 Jahre";171
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"98 Jahre";102
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"99 Jahre und mehr";106
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"Alter - Total";3501103
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"0 Jahre";41486
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"1 Jahr";40633
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"2 Jahre";39514
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"3 Jahre";39677
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"4 Jahre";38204
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"5 Jahre";38536
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"6 Jahre";38261
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"7 Jahre";37780
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"8 Jahre";37368
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"9 Jahre";38165
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"10 Jahre";37473
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"11 Jahre";38093
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"12 Jahre";36975
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"13 Jahre";36198
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"14 Jahre";36602
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"15 Jahre";37236
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"16 Jahre";37768
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"17 Jahre";39477
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"18 Jahre";40869
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"19 Jahre";43504
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"20 Jahre";46016
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"21 Jahre";47283
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"22 Jahre";49563
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"23 Jahre";52061
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"24 Jahre";53745
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"25 Jahre";56163
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"26 Jahre";57546
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"27 Jahre";59382
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"28 Jahre";59190
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"29 Jahre";57819
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"30 Jahre";57119
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"31 Jahre";56476
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"32 Jahre";55355
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"33 Jahre";53672
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"34 Jahre";53537
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"35 Jahre";52354
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"36 Jahre";51150
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"37 Jahre";50652
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"38 Jahre";49839
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"39 Jahre";50282
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"40 Jahre";48663
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"41 Jahre";50400
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"42 Jahre";50180
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"43 Jahre";51333
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"44 Jahre";50743
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"45 Jahre";50862
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"46 Jahre";48932
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"47 Jahre";48740
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"48 Jahre";47635
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"49 Jahre";45773
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"50 Jahre";43410
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"51 Jahre";41078
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"52 Jahre";40116
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"53 Jahre";39085
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"54 Jahre";37892
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"55 Jahre";38501
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"56 Jahre";38085
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"57 Jahre";37667
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"58 Jahre";36883
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"59 Jahre";36395
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"60 Jahre";35760
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"61 Jahre";36236
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"62 Jahre";35014
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"63 Jahre";34524
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"64 Jahre";33474
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"65 Jahre";33939
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"66 Jahre";33674
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"67 Jahre";33209
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"68 Jahre";32614
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"69 Jahre";31447
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"70 Jahre";32255
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"71 Jahre";30924
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"72 Jahre";26201
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"73 Jahre";24705
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"74 Jahre";23913
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"75 Jahre";23675
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"76 Jahre";23680
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"77 Jahre";25238
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"78 Jahre";24502
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"79 Jahre";23910
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"80 Jahre";22349
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"81 Jahre";21532
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"82 Jahre";19651
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"83 Jahre";18694
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"84 Jahre";16352
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"85 Jahre";14399
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"86 Jahre";12747
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"87 Jahre";10979
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"88 Jahre";9028
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"89 Jahre";7721
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"90 Jahre";6359
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"91 Jahre";4794
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"92 Jahre";3669
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"93 Jahre";2755
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"94 Jahre";1967
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"95 Jahre";1347
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"96 Jahre";900
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"97 Jahre";623
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"98 Jahre";399
"1991";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"99 Jahre und mehr";548
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"Alter - Total";3373916
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"0 Jahre";43812
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"1 Jahr";43853
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"2 Jahre";43251
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"3 Jahre";42130
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"4 Jahre";42252
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"5 Jahre";40637
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"6 Jahre";40703
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"7 Jahre";40140
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"8 Jahre";40727
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"9 Jahre";40240
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"10 Jahre";40385
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"11 Jahre";40513
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"12 Jahre";40477
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"13 Jahre";39430
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"14 Jahre";39139
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"15 Jahre";39715
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"16 Jahre";39636
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"17 Jahre";40722
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"18 Jahre";42502
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"19 Jahre";43414
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"20 Jahre";45394
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"21 Jahre";47159
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"22 Jahre";48682
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"23 Jahre";49995
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"24 Jahre";52162
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"25 Jahre";54324
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"26 Jahre";57100
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"27 Jahre";59360
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"28 Jahre";61209
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"29 Jahre";60831
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"30 Jahre";60198
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"31 Jahre";58784
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"32 Jahre";58293
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"33 Jahre";57367
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"34 Jahre";56557
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"35 Jahre";56308
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"36 Jahre";55385
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"37 Jahre";53681
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"38 Jahre";52228
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"39 Jahre";50835
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"40 Jahre";51273
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"41 Jahre";49744
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"42 Jahre";51871
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"43 Jahre";51319
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"44 Jahre";52154
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"45 Jahre";51829
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"46 Jahre";52004
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"47 Jahre";50871
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"48 Jahre";49944
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"49 Jahre";48342
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"50 Jahre";46666
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"51 Jahre";43176
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"52 Jahre";40490
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"53 Jahre";39484
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"54 Jahre";38190
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"55 Jahre";36850
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"56 Jahre";36983
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"57 Jahre";36484
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"58 Jahre";35829
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"59 Jahre";33917
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"60 Jahre";33395
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"61 Jahre";32265
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"62 Jahre";31785
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"63 Jahre";30120
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"64 Jahre";28940
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"65 Jahre";27816
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"66 Jahre";27199
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"67 Jahre";26471
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"68 Jahre";25405
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"69 Jahre";25138
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"70 Jahre";23923
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"71 Jahre";23995
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"72 Jahre";22764
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"73 Jahre";18716
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"74 Jahre";17713
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"75 Jahre";16445
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"76 Jahre";15997
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"77 Jahre";14847
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"78 Jahre";15639
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"79 Jahre";14347
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"80 Jahre";13167
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"81 Jahre";11435
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"82 Jahre";10592
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"83 Jahre";9148
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"84 Jahre";8169
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"85 Jahre";6761
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"86 Jahre";5744
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"87 Jahre";4652
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"88 Jahre";3746
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"89 Jahre";2892
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"90 Jahre";2355
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"91 Jahre";1750
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"92 Jahre";1167
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"93 Jahre";850
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"94 Jahre";568
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"95 Jahre";375
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"96 Jahre";258
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"97 Jahre";165
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"98 Jahre";119
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"99 Jahre und mehr";133
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"Alter - Total";3534043
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"0 Jahre";41949
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"1 Jahr";41373
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"2 Jahre";41174
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"3 Jahre";39947
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"4 Jahre";40112
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"5 Jahre";38818
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"6 Jahre";38998
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"7 Jahre";38747
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"8 Jahre";38236
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"9 Jahre";37880
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"10 Jahre";38733
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"11 Jahre";37954
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"12 Jahre";38579
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"13 Jahre";37553
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"14 Jahre";36715
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"15 Jahre";37187
"1992";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"16 Jahre";38073
