"Jahr";"Kanton";"Staatsangehörigkeit (Kategorie)";"Geschlecht";"Alter";"Bestand am 31. Dezember"
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"Alter - Total";3101817
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"0 Jahre";37618
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"1 Jahr";37352
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"2 Jahre";36363
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"3 Jahre";36175
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"4 Jahre";36929
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"5 Jahre";36716
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"6 Jahre";37657
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"7 Jahre";39374
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"8 Jahre";40792
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"9 Jahre";42776
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"10 Jahre";44887
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"11 Jahre";46339
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"12 Jahre";47481
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"13 Jahre";49426
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"14 Jahre";50530
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"15 Jahre";52272
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"16 Jahre";53704
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"17 Jahre";54258
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"18 Jahre";53237
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"19 Jahre";51765
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"20 Jahre";49630
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"21 Jahre";48057
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"22 Jahre";47210
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"23 Jahre";46777
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"24 Jahre";47032
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"25 Jahre";46703
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"26 Jahre";46359
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"27 Jahre";45733
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"28 Jahre";45899
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"29 Jahre";46767
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"30 Jahre";46658
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"31 Jahre";49454
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"32 Jahre";49856
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"33 Jahre";51494
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"34 Jahre";51801
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"35 Jahre";52597
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"36 Jahre";51415
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"37 Jahre";50982
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"38 Jahre";49587
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"39 Jahre";48125
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"40 Jahre";44999
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"41 Jahre";42410
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"42 Jahre";41727
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"43 Jahre";40955
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"44 Jahre";39972
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"45 Jahre";40279
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"46 Jahre";40291
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"47 Jahre";39641
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"48 Jahre";38483
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"49 Jahre";38088
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"50 Jahre";37238
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"51 Jahre";37322
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"52 Jahre";35845
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"53 Jahre";34774
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"54 Jahre";34283
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"55 Jahre";33787
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"56 Jahre";33416
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"57 Jahre";32405
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"58 Jahre";32505
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"59 Jahre";31968
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"60 Jahre";32042
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"61 Jahre";31118
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"62 Jahre";26216
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"63 Jahre";25250
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"64 Jahre";24210
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"65 Jahre";24292
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"66 Jahre";23625
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"67 Jahre";25677
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"68 Jahre";24753
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"69 Jahre";24271
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"70 Jahre";22528
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"71 Jahre";22060
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"72 Jahre";21051
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"73 Jahre";20117
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"74 Jahre";18308
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"75 Jahre";17110
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"76 Jahre";15693
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"77 Jahre";14234
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"78 Jahre";12817
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"79 Jahre";11717
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"80 Jahre";10291
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"81 Jahre";8511
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"82 Jahre";7632
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"83 Jahre";6077
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"84 Jahre";5214
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"85 Jahre";4434
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"86 Jahre";3496
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"87 Jahre";2759
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"88 Jahre";2220
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"89 Jahre";1684
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"90 Jahre";1306
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"91 Jahre";875
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"92 Jahre";691
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"93 Jahre";479
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"94 Jahre";334
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"95 Jahre";213
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"96 Jahre";140
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"97 Jahre";63
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"98 Jahre";59
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"99 Jahre und mehr";75
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"Alter - Total";3271087
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"0 Jahre";35343
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"1 Jahr";35761
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"2 Jahre";34612
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"3 Jahre";34190
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"4 Jahre";34758
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"5 Jahre";35508
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"6 Jahre";35810
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"7 Jahre";37435
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"8 Jahre";38479
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"9 Jahre";40367
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"10 Jahre";42633
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"11 Jahre";43786
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"12 Jahre";45494
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"13 Jahre";47265
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"14 Jahre";48358
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"15 Jahre";50040
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"16 Jahre";50514
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"17 Jahre";51932
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"18 Jahre";51174
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"19 Jahre";49528
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"20 Jahre";48493
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"21 Jahre";47745
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"22 Jahre";47665
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"23 Jahre";47170
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"24 Jahre";47659
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"25 Jahre";46984
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"26 Jahre";47123
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"27 Jahre";47096
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"28 Jahre";46860
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"29 Jahre";47780
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"30 Jahre";47003
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"31 Jahre";48959
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"32 Jahre";49151
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"33 Jahre";50814
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"34 Jahre";50346
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"35 Jahre";50686
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"36 Jahre";48766
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"37 Jahre";49073
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"38 Jahre";47877
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"39 Jahre";46344
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"40 Jahre";44000
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"41 Jahre";42113
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"42 Jahre";41369
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"43 Jahre";40475
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"44 Jahre";39448
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"45 Jahre";40169
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"46 Jahre";39968
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"47 Jahre";39744
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"48 Jahre";39336
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"49 Jahre";38720
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"50 Jahre";38240
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"51 Jahre";38955
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"52 Jahre";38010
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"53 Jahre";37786
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"54 Jahre";36584
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"55 Jahre";37341
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"56 Jahre";36900
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"57 Jahre";36394
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"58 Jahre";36079
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"59 Jahre";35349
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"60 Jahre";36026
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"61 Jahre";34757
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"62 Jahre";29779
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"63 Jahre";28552
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"64 Jahre";27699
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"65 Jahre";28059
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"66 Jahre";28561
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"67 Jahre";31204
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"68 Jahre";30920
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"69 Jahre";30963
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"70 Jahre";30278
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"71 Jahre";30145
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"72 Jahre";29187
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"73 Jahre";29087
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"74 Jahre";27085
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"75 Jahre";25841
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"76 Jahre";24750
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"77 Jahre";23051
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"78 Jahre";21171
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"79 Jahre";20241
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"80 Jahre";18937
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"81 Jahre";16817
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"82 Jahre";14994
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"83 Jahre";13066
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"84 Jahre";11139
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"85 Jahre";9697
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"86 Jahre";7890
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"87 Jahre";6615
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"88 Jahre";5386
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"89 Jahre";4143
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"90 Jahre";3315
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"91 Jahre";2467
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"92 Jahre";1763
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"93 Jahre";1312
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"94 Jahre";887
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"95 Jahre";627
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"96 Jahre";435
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"97 Jahre";274
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"98 Jahre";183
"1981";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"99 Jahre und mehr";223
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"Alter - Total";3121033
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"0 Jahre";37843
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"1 Jahr";37467
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"2 Jahre";37314
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"3 Jahre";36364
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"4 Jahre";36388
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"5 Jahre";37331
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"6 Jahre";36733
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"7 Jahre";37619
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"8 Jahre";39419
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"9 Jahre";40888
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"10 Jahre";42885
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"11 Jahre";45039
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"12 Jahre";46503
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"13 Jahre";47660
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"14 Jahre";49632
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"15 Jahre";50797
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"16 Jahre";52551
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"17 Jahre";53955
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"18 Jahre";54624
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"19 Jahre";53417
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"20 Jahre";51833
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"21 Jahre";49749
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"22 Jahre";48306
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"23 Jahre";47587
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"24 Jahre";47326
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"25 Jahre";47696
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"26 Jahre";47552
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"27 Jahre";47239
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"28 Jahre";46546
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"29 Jahre";46685
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"30 Jahre";47436
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"31 Jahre";47190
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"32 Jahre";49876
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"33 Jahre";50285
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"34 Jahre";51761
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"35 Jahre";51947
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"36 Jahre";52642
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"37 Jahre";51460
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"38 Jahre";51000
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"39 Jahre";49572
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"40 Jahre";48106
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"41 Jahre";44940
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"42 Jahre";42373
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"43 Jahre";41676
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"44 Jahre";40862
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"45 Jahre";39835
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"46 Jahre";40151
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"47 Jahre";40168
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"48 Jahre";39490
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"49 Jahre";38294
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"50 Jahre";37917
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"51 Jahre";36970
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"52 Jahre";37056
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"53 Jahre";35588
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"54 Jahre";34488
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"55 Jahre";33897
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"56 Jahre";33396
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"57 Jahre";33020
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"58 Jahre";32007
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"59 Jahre";32012
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"60 Jahre";31439
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"61 Jahre";31538
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"62 Jahre";30512
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"63 Jahre";25682
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"64 Jahre";24745
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"65 Jahre";23597
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"66 Jahre";23648
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"67 Jahre";22981
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"68 Jahre";24924
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"69 Jahre";23992
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"70 Jahre";23416
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"71 Jahre";21671
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"72 Jahre";21128
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"73 Jahre";20042
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"74 Jahre";19120
